URL,Protocol,Method,Result,Type,Received,Taken (ms),Initiator,Wait‎‎,Start‎‎,Request‎‎,Response‎‎,Cache read‎‎,Gap‎‎
https://www.vndirect.com.vn/trade/css/jquery.ui/tab.paging.css?time=20170801071642,HTTPS,GET,200,text/css,1.62 KB,0.54 s,"<link rel=""stylesheet"">",4156,266,281,0,0,30047
https://www.vndirect.com.vn/trade/css/jquery.layout/default.css?time=20170801071642,HTTPS,GET,200,text/css,10.78 KB,0.54 s,"<link rel=""stylesheet"">",4156,281,266,0,0,30047
https://www.vndirect.com.vn/trade/css/jquery.jqgrid/ui.jqgrid.css?time=20170801071642,HTTPS,GET,200,text/css,9.10 KB,0.64 s,"<link rel=""stylesheet"">",4156,313,328,0,0,29953
https://www.vndirect.com.vn/trade/css/jquery.autocomplete/default.css?time=20170801071642,HTTPS,GET,200,text/css,1.32 KB,0.67 s,"<link rel=""stylesheet"">",4156,328,328,16,0,29922
https://www.vndirect.com.vn/trade/css/style_newGUI.css?time=20170801071642,HTTPS,GET,200,text/css,203.62 KB,1.03 s,"<link rel=""stylesheet"">",4156,328,703,0,0,29563
https://www.vndirect.com.vn/trade/css/style_.css?time=20170801071642,HTTPS,GET,200,text/css,41.08 KB,0.82 s,"<link rel=""stylesheet"">",4156,547,281,0,0,29766
https://www.vndirect.com.vn/trade/css/style_trungtamphantich.css?time=20170801071642,HTTPS,GET,200,text/css,9.57 KB,0.82 s,"<link rel=""stylesheet"">",4156,547,281,0,0,29766
https://www.vndirect.com.vn/trade/css/style_trungtamphantich_tktt.css?time=20170801071642,HTTPS,GET,200,text/css,24.32 KB,0.98 s,"<link rel=""stylesheet"">",4156,641,344,0,0,29609
https://www.vndirect.com.vn/trade/css/font-awesome.min.css?time=20170801071642,HTTPS,GET,200,text/css,28.70 KB,1.00 s,"<link rel=""stylesheet"">",4156,656,344,0,0,29594
https://www.vndirect.com.vn/trade/css/quote.css?time=20170801071642,HTTPS,GET,200,text/css,19.11 KB,1.00 s,"<link rel=""stylesheet"">",4156,672,328,0,0,29594
https://static-01.vndirect.com.vn/css/ngDialog.min.css?time=20170801071642,HTTPS,GET,200,text/css,1.86 KB,31 ms,"<link rel=""stylesheet"">",4156,0,31,0,0,30563
https://static-01.vndirect.com.vn/css/ngDialog-theme-default.min.css?time=20170801071642,HTTPS,GET,200,text/css,3.89 KB,31 ms,"<link rel=""stylesheet"">",4156,0,31,0,0,30563
https://static-01.vndirect.com.vn/js/trade/jquery-1.8.3.min.js,HTTPS,GET,200,application/javascript,91.87 KB,94 ms,<script>,4156,0,94,0,0,30500
https://static-01.vndirect.com.vn/js/trade/sockjs-0.3.min.js,HTTPS,GET,200,application/javascript,33.52 KB,47 ms,<script>,4156,0,47,0,0,30547
https://static-01.vndirect.com.vn/js/trade/notification/stomp.js,HTTPS,GET,200,application/javascript,15.43 KB,31 ms,<script>,4156,0,31,0,0,30563
https://static-01.vndirect.com.vn/js/trade/angular/angular.min.js,HTTPS,GET,200,application/javascript,102.44 KB,110 ms,<script>,4156,0,110,0,0,30484
https://static-01.vndirect.com.vn/js/trade/jquery.debug.js,HTTPS,GET,200,application/javascript,2.68 KB,63 ms,<script>,4156,31,32,0,0,30531
https://static-01.vndirect.com.vn/js/trade/jquery-ui-1.7.2.js,HTTPS,GET,200,application/javascript,212.27 KB,156 ms,<script>,4156,31,110,15,0,30438
https://static-01.vndirect.com.vn/js/trade/jquery.lockSubmit.js,HTTPS,GET,200,application/javascript,1.88 KB,78 ms,<script>,4156,47,31,0,0,30516
https://static-01.vndirect.com.vn/js/trade/i18n.jquery.ui/ui.datepicker-vn.js,HTTPS,GET,200,application/javascript,1.79 KB,94 ms,<script>,4156,63,31,0,0,30500
https://static-01.vndirect.com.vn/js/trade/i18n.jquery.ui/ui.datepicker-en.js,HTTPS,GET,200,application/javascript,1.65 KB,94 ms,<script>,4156,63,31,0,0,30500
https://static-01.vndirect.com.vn/js/trade/i18n.jquery.ui/ui.datepicker-ja.js,HTTPS,GET,200,application/javascript,1.27 KB,94 ms,<script>,4156,78,16,0,0,30500
https://static-01.vndirect.com.vn/js/trade/jquery.layout.js,HTTPS,GET,200,application/javascript,34.18 KB,125 ms,<script>,4156,94,31,0,0,30469
https://static-01.vndirect.com.vn/js/trade/jquery.layout.helper.js,HTTPS,GET,200,application/javascript,2.46 KB,125 ms,<script>,4156,94,31,0,0,30469
https://static-01.vndirect.com.vn/js/trade/i18n.jqgrid/grid.locale-en.js,HTTPS,GET,200,application/javascript,3.13 KB,125 ms,<script>,4156,94,31,0,0,30469
https://static-01.vndirect.com.vn/js/trade/jquery.jqgrid.js,HTTPS,GET,200,application/javascript,178.15 KB,1.34 s,<script>,4156,94,1250,0,0,29250
https://static-01.vndirect.com.vn/js/trade/jquery.ajaxQueue.js,HTTPS,GET,200,application/javascript,3.18 KB,141 ms,<script>,4156,110,31,0,0,30453
https://static-01.vndirect.com.vn/js/trade/jquery.autocomplete.js,HTTPS,GET,200,application/javascript,8.24 KB,172 ms,<script>,4156,125,47,0,0,30422
https://static-01.vndirect.com.vn/js/trade/jquery.bgiframe.js,HTTPS,GET,200,application/javascript,1.80 KB,156 ms,<script>,4156,125,31,0,0,30438
https://static-01.vndirect.com.vn/js/trade/jquery.form.js,HTTPS,GET,200,application/javascript,22.54 KB,172 ms,<script>,4156,125,47,0,0,30422
https://static-01.vndirect.com.vn/js/trade/jquery.validate.js,HTTPS,GET,200,application/javascript,34.94 KB,188 ms,<script>,4156,141,47,0,0,30406
https://static-01.vndirect.com.vn/js/trade/jquery.validate.additional.methods.js,HTTPS,GET,200,application/javascript,8.61 KB,188 ms,<script>,4156,156,16,16,0,30406
https://static-01.vndirect.com.vn/js/trade/jquery.watermark-2.0.js,HTTPS,GET,200,application/javascript,11.30 KB,188 ms,<script>,4156,156,16,16,0,30406
https://static-01.vndirect.com.vn/js/trade/jquery.autotab.js,HTTPS,GET,200,application/javascript,4.26 KB,203 ms,<script>,4156,172,31,0,0,30391
https://static-01.vndirect.com.vn/js/trade/web.jquery.combobox.js,HTTPS,GET,200,application/javascript,2.64 KB,469 ms,<script>,4156,172,297,0,0,30125
https://static-01.vndirect.com.vn/js/trade/web.jquery.errors.js,HTTPS,GET,200,application/javascript,13.25 KB,219 ms,<script>,4156,188,31,0,0,30375
https://static-01.vndirect.com.vn/js/trade/web.jquery.pagingnav.js,HTTPS,GET,200,application/javascript,15.14 KB,219 ms,<script>,4156,188,31,0,0,30375
https://static-01.vndirect.com.vn/js/trade/web.jquery.tables.js,HTTPS,GET,200,application/javascript,3.85 KB,219 ms,<script>,4156,188,31,0,0,30375
https://static-01.vndirect.com.vn/js/trade/web.jquery.utils.js,HTTPS,GET,200,application/javascript,18.25 KB,0.51 s,<script>,4156,203,297,16,0,30078
https://static-01.vndirect.com.vn/js/trade/web.jquery.autocomplete.js,HTTPS,GET,200,application/javascript,2.99 KB,235 ms,<script>,4156,219,16,0,0,30359
https://static-01.vndirect.com.vn/js/trade/web.jquery.checkalive.js,HTTPS,GET,200,application/javascript,2.29 KB,250 ms,<script>,4156,219,31,0,0,30344
https://static-01.vndirect.com.vn/js/trade/web.jquery.ui.js,HTTPS,GET,200,application/javascript,5.16 KB,250 ms,<script>,4156,219,31,0,0,30344
https://static-01.vndirect.com.vn/js/trade/NumberFormat154.js,HTTPS,GET,200,application/javascript,9.93 KB,266 ms,<script>,4156,235,31,0,0,30328
https://static-01.vndirect.com.vn/js/trade/equalcolumns.js,HTTPS,GET,200,application/javascript,2.09 KB,266 ms,<script>,4156,250,16,0,0,30328
https://static-01.vndirect.com.vn/js/CookieManager.min.js,HTTPS,GET,200,application/javascript,0.91 KB,281 ms,<script>,4156,250,31,0,0,30313
https://static-01.vndirect.com.vn/js/CrossDomain.min.js,HTTPS,GET,200,application/javascript,0.96 KB,281 ms,<script>,4156,266,15,0,0,30313
https://www.vndirect.com.vn/trade/js/web/ApiConstants.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.37 KB,1.11 s,<script>,4156,828,282,0,0,29484
https://www.vndirect.com.vn/trade/js/ui.js?time=20170801071642,HTTPS,GET,200,text/javascript,5.42 KB,1.31 s,<script>,4156,985,328,0,0,29281
https://www.vndirect.com.vn/trade/js/web/trading.CheckActiveBO.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.15 KB,1.32 s,<script>,4156,1000,328,0,0,29266
https://www.vndirect.com.vn/trade/js/vndirect.js?time=20170801071642,HTTPS,GET,200,text/javascript,13.93 KB,1.34 s,<script>,4156,1000,344,0,0,29250
https://www.vndirect.com.vn/trade/js/vndirect.quickLinks.js?time=20170801071642,HTTPS,GET,200,text/javascript,16.55 KB,1.37 s,<script>,4156,1031,344,0,0,29219
https://www.vndirect.com.vn/trade/js/web/topMenuAnimate.js?time=20170801071642,HTTPS,GET,200,text/javascript,3.12 KB,1.37 s,<script>,4156,1094,281,0,0,29219
https://www.vndirect.com.vn/trade/js/issuecollector.js?time=20170801071642,HTTPS,GET,200,text/javascript,141.07 KB,1.76 s,<script>,4156,1110,640,16,0,28828
https://www.vndirect.com.vn/trade/js/UnsupportLibOnSomeBrowser.js?time=20170801071642,HTTPS,GET,200,text/javascript,2.57 KB,1.71 s,<script>,4156,1313,406,0,0,28875
https://www.vndirect.com.vn/trade/js/DirectBoardAPI.js?time=20170801071642,HTTPS,GET,200,text/javascript,14.90 KB,1.73 s,<script>,4156,1328,407,0,0,28859
https://www.vndirect.com.vn/trade/js/SockJsConfigure.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.75 KB,1.71 s,<script>,4156,1344,375,0,0,28875
https://www.vndirect.com.vn/trade/js/AjaxHelper.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.10 KB,1.71 s,<script>,4156,1375,344,0,0,28875
https://www.vndirect.com.vn/trade/js/vndirect.googleanalytics.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.52 KB,1.71 s,<script>,4156,1375,344,0,0,28875
https://www.vndirect.com.vn/trade/js/survey/CheckTrackedCustomerSurvey.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.44 KB,2.04 s,<script>,4156,1719,328,0,0,28547
https://www.vndirect.com.vn/trade/js/web/ActiveAccountManager.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.76 KB,2.06 s,<script>,4156,1719,344,0,0,28531
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/service/AssetsService.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.98 KB,2.03 s,<script>,4156,1719,312,0,0,28563
https://www.vndirect.com.vn/trade/js/web/TabManager.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.35 KB,2.04 s,<script>,4156,1719,328,0,0,28547
https://www.vndirect.com.vn/trade/js/notification/WebsocketConnector.js?time=20170801071642,HTTPS,GET,200,text/javascript,2.18 KB,2.06 s,<script>,4156,1735,328,0,0,28531
https://www.vndirect.com.vn/trade/js/notification/WebsocketConnectorFactory.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.52 KB,2.04 s,<script>,4156,1766,265,16,0,28547
https://www.vndirect.com.vn/trade/js/web/track.js?time=20170801071642,HTTPS,GET,200,text/javascript,2.36 KB,2.32 s,<script>,4156,2031,297,0,0,28266
https://www.vndirect.com.vn/trade/js/web/TradeErrorParser.js?time=20170801071642,HTTPS,GET,200,text/javascript,20.57 KB,2.34 s,<script>,4156,2031,313,0,0,28250
https://static-01.vndirect.com.vn/js/ngDialog.min.js?time=20170801071642,HTTPS,GET,200,application/javascript,12.24 KB,0.57 s,<script>,4156,266,312,0,0,30016
https://www.vndirect.com.vn/trade/js/web/trading.portlet.Balance.js?time=20170801071642,HTTPS,GET,200,text/javascript,2.90 KB,2.37 s,<script>,4156,2047,328,0,0,28219
https://www.vndirect.com.vn/trade/js/web/trading.portlet.PlPosittion.js?time=20170801071642,HTTPS,GET,200,text/javascript,3.27 KB,2.39 s,<script>,4156,2047,344,0,0,28203
https://www.vndirect.com.vn/trade/js/mvc/quote/QuoteUtils.js?time=20170801071642,HTTPS,GET,200,text/javascript,6.11 KB,2.42 s,<script>,4156,2063,359,0,0,28172
https://www.vndirect.com.vn/trade/js/mvc/quote/StockModel.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.95 KB,2.39 s,<script>,4156,2063,328,0,0,28203
https://www.vndirect.com.vn/trade/js/mvc/quote/MarketModel.js?time=20170801071642,HTTPS,GET,200,text/javascript,4.64 KB,2.64 s,<script>,4156,2328,297,16,0,27953
https://www.vndirect.com.vn/trade/js/mvc/quote/StockView.js?time=20170801071642,HTTPS,GET,200,text/javascript,7.19 KB,2.64 s,<script>,4156,2344,281,16,0,27953
https://www.vndirect.com.vn/trade/js/mvc/quote/MarketView.js?time=20170801071642,HTTPS,GET,200,text/javascript,12.85 KB,2.71 s,<script>,4156,2375,344,0,0,27875
https://www.vndirect.com.vn/trade/js/mvc/quote/StockController.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.10 KB,2.75 s,<script>,4156,2391,359,0,0,27844
https://www.vndirect.com.vn/trade/js/mvc/quote/MarketController.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.86 KB,2.75 s,<script>,4156,2391,359,0,0,27844
https://www.vndirect.com.vn/trade/js/mvc/quote/QuoteDataProvider.js?time=20170801071642,HTTPS,GET,200,text/javascript,4.42 KB,2.78 s,<script>,4156,2422,359,0,0,27813
https://www.vndirect.com.vn/trade/js/mvc/quote/QuoteMain.js?time=20170801071642,HTTPS,GET,200,text/javascript,2.51 KB,2.90 s,<script>,4156,2625,281,0,0,27688
https://www.vndirect.com.vn/trade/js/web/enterOrders/TradeApiService.js?time=20170801071642,HTTPS,GET,200,text/javascript,2.43 KB,2.90 s,<script>,4156,2625,281,0,0,27688
https://www.vndirect.com.vn/trade/js/web/enterOrders/EnterOrderMain.js?time=20170801071642,HTTPS,GET,200,text/javascript,12.70 KB,3.04 s,<script>,4156,2719,328,0,0,27547
https://www.vndirect.com.vn/trade/js/web/enterOrders/EnterOrderModel.js?time=20170801071642,HTTPS,GET,200,text/javascript,3.25 KB,3.07 s,<script>,4156,2750,328,0,0,27516
https://www.vndirect.com.vn/trade/js/web/enterOrders/EnterOrderView.js?time=20170801071642,HTTPS,GET,200,text/javascript,26.37 KB,3.09 s,<script>,4156,2750,344,0,0,27500
https://www.vndirect.com.vn/trade/js/web/enterOrders/EnterOrderComp.js?time=20170801071642,HTTPS,GET,200,text/javascript,35.42 KB,3.12 s,<script>,4156,2781,344,0,0,27469
https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css,HTTPS,GET,200,text/css,27.24 KB,47 ms,"<link rel=""stylesheet"">",4156,16,31,0,0,30547
https://static-01.vndirect.com.vn/cms/css/style-api.css?eaeef159da63373b94eb49c86508fc22,HTTPS,GET,200,text/css,15.02 KB,47 ms,"<link rel=""stylesheet"">",4172,15,32,0,0,30531
https://static-01.vndirect.com.vn/cms/js/custom_api.js?eaeef159da63373b94eb49c86508fc22,HTTPS,GET,200,application/javascript,20.59 KB,297 ms,<script>,4172,265,32,0,0,30281
https://www.vndirect.com.vn/trade/js/notification/EventManager.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.87 KB,3.17 s,<script>,4172,2890,282,0,0,27406
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/service/CustomerInfoService.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.75 KB,3.17 s,<script>,4172,2890,282,0,0,27406
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/service/OrderStatusNotificationService.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.79 KB,3.35 s,<script>,4172,3031,328,0,0,27219
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/service/NotiSettingService.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.34 KB,3.40 s,<script>,4172,3062,344,0,0,27172
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/filter/OrderSideFilter.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.57 KB,3.40 s,<script>,4172,3078,328,0,0,27172
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/filter/OrderPriceFilter.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.62 KB,3.45 s,<script>,4172,3109,344,0,0,27125
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/NumberCountingFilter.js?time=20170801071642,HTTPS,GET,200,text/javascript,469 B,3.45 s,<script>,4172,3172,281,0,0,27125
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/directive/ToggleNotiDirective.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.13 KB,3.75 s,<script>,4172,3359,391,0,0,26828
https://www.vndirect.com.vn/trade/js/web/angularmodule/common/directive/WatchScrollPosDirective.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.71 KB,3.75 s,<script>,4172,3406,344,0,0,26828
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/NotificationConverter.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.39 KB,3.75 s,<script>,4172,3406,344,0,0,26828
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/NotificationController.js?time=20170801071642,HTTPS,GET,200,text/javascript,5.26 KB,3.75 s,<script>,4172,3453,297,0,0,26828
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/NotificationDirective.js?time=20170801071642,HTTPS,GET,200,text/javascript,0.51 KB,3.79 s,<script>,4172,3453,344,0,0,26781
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/OrderStatusNotificationDirective.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.56 KB,4.07 s,<script>,4172,3750,328,0,0,26500
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/NotificationComponent.js?time=20170801071642,HTTPS,GET,200,text/javascript,1.36 KB,4.07 s,<script>,4172,3750,328,0,0,26500
https://www.vndirect.com.vn/trade/css/font-awesome.min.css,HTTPS,GET,200,text/css,28.70 KB,1.07 s,"<link rel=""stylesheet"">",4172,812,266,0,0,29500
https://cdn.mxpnl.com/libs/mixpanel-2-latest.min.js,HTTPS,GET,200,application/javascript,58.26 KB,78 ms,<script>,7281,0,78,0,0,27391
https://static-01.vndirect.com.vn/cms/fonts/helvetica-neue-regular.ttf,HTTPS,GET,200,application/octet-stream,249.98 KB,47 ms,@font-face,7297,0,47,0,0,27406
https://www.vndirect.com.vn/trade/css/fonts/fontawesome-webfont.eot?#iefix&v=4.6.3,HTTPS,GET,200,,75.06 KB,0.93 s,@font-face,7297,47,890,0,0,26516
https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.eot?#iefix&v=4.5.0,HTTPS,GET,200,application/vnd.ms-fontobject,69.59 KB,125 ms,@font-face,7297,0,47,78,0,27328
https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=cd9ae8452a76e95a30c43ceedbfdd456&ip=1&_=1502084386592,HTTPS,GET,200,application/json,0.51 KB,187 ms,XMLHttpRequest,7375,109,78,0,0,27188
https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJtcF9wYWdlX3ZpZXciLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkludGVybmV0IEV4cGxvcmVyIiwiJHJlZmVycmVyIjogImh0dHBzOi8vd3d3LnZuZGlyZWN0LmNvbS52bi90cmFkZS9naWFvLWRpY2gtY28tcGhpZXUva2llbS10cmEtdGhlLXZ0b3Muc2h0bWwiLCIkcmVmZXJyaW5nX2RvbWFpbiI6ICJ3d3cudm5kaXJlY3QuY29tLnZuIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vd3d3LnZuZGlyZWN0LmNvbS52bi90cmFkZS9naWFvLWRpY2gtY28tcGhpZXUvZGF0LWxlbmgtbXVhLWJhbi5zaHRtbD9yZXF1ZXN0X2xvY2FsZT1lbl9HQiIsIiRicm93c2VyX3ZlcnNpb24iOiAxMSwiJHNjcmVlbl9oZWlnaHQiOiA4NjQsIiRzY3JlZW5fd2lkdGgiOiAxNTM2LCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMTMuMCIsImRpc3RpbmN0X2lkIjogInRob25ndHJhbmhvYW5nQHlhaG9vLmNvbS5zZyIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJDaGFubmVsIjogInNtYXJ0Ym9hcmQiLCJtcF9wYWdlIjogImh0dHBzOi8vd3d3LnZuZGlyZWN0LmNvbS52bi90cmFkZS9naWFvLWRpY2gtY28tcGhpZXUvZGF0LWxlbmgtbXVhLWJhbi5zaHRtbD9yZXF1ZXN0X2xvY2FsZT1lbl9HQiIsIm1wX3JlZmVycmVyIjogImh0dHBzOi8vd3d3LnZuZGlyZWN0LmNvbS52bi90cmFkZS9naWFvLWRpY2gtY28tcGhpZXUva2llbS10cmEtdGhlLXZ0b3Muc2h0bWwiLCJtcF9icm93c2VyIjogIkludGVybmV0IEV4cGxvcmVyIiwibXBfcGxhdGZvcm0iOiAiV2luZG93cyIsInRva2VuIjogImNkOWFlODQ1MmE3NmU5NWEzMGM0M2NlZWRiZmRkNDU2In19&ip=1&_=1502084386600,HTTPS,GET,200,application/json,466 B,218 ms,XMLHttpRequest,7391,156,62,0,0,27141
https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJJbnRlcm5ldCBFeHBsb3JlciIsIiRyZWZlcnJlciI6ICJodHRwczovL3d3dy52bmRpcmVjdC5jb20udm4vdHJhZGUvZ2lhby1kaWNoLWNvLXBoaWV1L2tpZW0tdHJhLXRoZS12dG9zLnNodG1sIiwiJHJlZmVycmluZ19kb21haW4iOiAid3d3LnZuZGlyZWN0LmNvbS52biIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3d3dy52bmRpcmVjdC5jb20udm4vdHJhZGUvZ2lhby1kaWNoLWNvLXBoaWV1L2RhdC1sZW5oLW11YS1iYW4uc2h0bWw%2FcmVxdWVzdF9sb2NhbGU9ZW5fR0IiLCIkYnJvd3Nlcl92ZXJzaW9uIjogMTEsIiRzY3JlZW5faGVpZ2h0IjogODY0LCIkc2NyZWVuX3dpZHRoIjogMTUzNiwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjEzLjAiLCJkaXN0aW5jdF9pZCI6ICJ0aG9uZ3RyYW5ob2FuZ0B5YWhvby5jb20uc2ciLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiQ2hhbm5lbCI6ICJzbWFydGJvYXJkIiwiJHRpdGxlIjogIlZORElSRUNUIC0gT25saW5lIFRyYWRpbmcgfCBPcmRlcmluZyIsIiRldmVudF90eXBlIjogInBhZ2V2aWV3IiwiJGNlX3ZlcnNpb24iOiAxLCIkaG9zdCI6ICJ3d3cudm5kaXJlY3QuY29tLnZuIiwiJHBhdGhuYW1lIjogIi90cmFkZS9naWFvLWRpY2gtY28tcGhpZXUvZGF0LWxlbmgtbXVhLWJhbi5zaHRtbCIsInRva2VuIjogImNkOWFlODQ1MmE3NmU5NWEzMGM0M2NlZWRiZmRkNDU2IiwiJF9fYyI6IDB9fQ%3D%3D&ip=1&_=1502084386772,HTTPS,GET,200,application/json,466 B,47 ms,XMLHttpRequest,7562,0,47,0,0,27141
https://www.vndirect.com.vn/trade/json/getCustomerInfo.shtml,HTTPS,GET,200,application/json,0.51 KB,0.56 s,XMLHttpRequest,8266,15,547,0,0,25922
https://www.vndirect.com.vn/trade/js/web/angularmodule/notification/NotificationTemplate.html?timestamp=3.8.20_20170801071642,HTTPS,GET,200,text/html,1.74 KB,0.54 s,XMLHttpRequest,8281,0,547,0,0,25922
https://api.mixpanel.com/decide/?verbose=1&version=2&lib=web&token=cd9ae8452a76e95a30c43ceedbfdd456&distinct_id=thongtranhoang%40yahoo.com.sg&ip=1&_=1502084387487,HTTPS,GET,200,application/json,0.51 KB,1.31 s,XMLHttpRequest,8281,0,1313,0,0,25156
https://v2.zopim.com/?3YktgKwqWaNvJ6ryNkn8V8buqe8I60Sa,HTTPS,GET,302,application/octet-stream,473 B,31 ms,<script>,8281,0,31,0,0,26438
https://ssl.google-analytics.com/ga.js,HTTPS,GET,200,text/javascript,42.43 KB,31 ms,<script>,8281,0,16,15,0,26438
https://v2.zopim.com/bin/v/widget_v2.210.js,HTTPS,GET,200,application/javascript,1.01 MB,47 ms,<script>,8312,0,47,0,0,26391
https://www.vndirect.com.vn/portal/ajax/news/NewsGetVNDSNews.shtml,HTTPS,POST,302,,337 B,313 ms,XMLHttpRequest,8328,0,313,0,0,26109
https://www.vndirect.com.vn/trade/ajax/home/PortletMarketOverview.shtml,HTTPS,POST,200,application/json,3.00 KB,485 ms,XMLHttpRequest,8359,0,485,0,0,25906
https://www.vndirect.com.vn/trade/ajax/trading/InitPortletPlPositions.shtml,HTTPS,POST,200,application/json,7.61 KB,1.03 s,XMLHttpRequest,8375,0,469,562,0,25344
https://www.vndirect.com.vn/trade/ajax/trading/TdEnterOrder_GetPriceTypeList.shtml,HTTPS,POST,200,application/json,5.51 KB,0.79 s,XMLHttpRequest,8375,0,469,328,0,25578
https://www.vndirect.com.vn/trade/ajax/trading/TdEnterOrder_GetPriceTypeList.shtml,HTTPS,POST,200,application/json,5.51 KB,0.78 s,XMLHttpRequest,8391,437,16,328,0,25578
